Achenheim,736,Hachinhaim
Adamswiller,777,Villa Adimarti
Albé,1303,Erlenbach
Allenwiller,1000,Alenevilla
Alteckendorf,742,Echanhaime
Altenheim,774,Althaim
Altorf,787,Altum Coenobium
Altwiller,
Andlau,880,Andelaha
Artolsheim,1270,Artolsvesheim
Aschbach,
Asswiller,
Avolsheim,788,Hunzolfesheim
Baerendorf,
Balbronn,
Baldenheim,1000,Baldenheim Villa
Barembach,974,Barembach?
Barr,788,Barru
Bassemberg,1361,Bassenberg
Batzendorf,
Beinheim,774,Beninhaim
Bellefosse,1434,Belfus
Belmont,1584,Schönenberg
Benfeld,769,Villa Benveltin
Berg,
Bergbieten,1120,Bergbieten?
Bernardswiller,1300
Bernardvillé,1260
Bernolsheim,798,Beroldasheim
Berstett,
Berstheim,
Bettwiller,713,In Marea Bettune
Biblisheim,,Biberesdorf
Bietlenheim,
Bilwisheim,
Bindernheim,684,Birenheim
Birkenwald,843,Bürckwald
Bischheim,530
Bischholtz,
Bischoffsheim,530,Biscofesheim
Bischwiller,1236,Bischovesweiler
Bissert,1542,Bussert
Bitschhoffen,
Blaesheim,1215,Blaedinsheim
Blancherupt,1571,Blenkesbach
Blienschwiller,823,Bodolesvillare
Bœrsch,1109,Birsa
Bœsenbiesen,
Bolsenheim,845,Polsenhein
Boofzheim,
Bootzheim,
Bosselshausen,840,Buozolteshusa
Bossendorf,1074,Bossendorf
Bourg-Bruche,661,Bruxa
Bourgheim,738,Burghaime
Bouxwiller,724,Puxuvilare
Breitenau,1336,Breitenow
Breitenbach,1137,Breiderbach
Breuschwickersheim,
La Broque,1623,Vorbruck
Brumath,200,Brokomagos
Buswiller,784,Buussouuilare
Buhl,1216,Buhile
Burbach,
Bust,
Butten,
Châtenois,912,Castinetum
Cleebourg,1203,Cleeberg
Climbach,
Colroy-la-Roche,607,Collerinse
Cosswiller,
Crastatt,739,Chrasftestate
Crœttwiller,1347,Kretenwilre
Dachstein,1017,Dabechenstein
Dahlenheim,
Dalhunden,
Dambach,
Dambach-la-Ville,1125,Tambacum
Dangolsheim,758,Danckratzheim
Daubensand,
Dauendorf,
Dehlingen,737,Diluquifiaga
Dettwiller,784,Dendunuuilare
Diebolsheim,803,Dubileshaim
Diedendorf,699,Villa Didinneschaime
Dieffenbach-au-Val,1336,Dieffenbach
Dieffenbach-lès-Wœrth,884,Diefengruaba
Dieffenthal,1000,Tieffenthal
Diemeringen,1275,Dymeringen
Dimbsthal,1120
Dingsheim,1279,Dungensheim
Dinsheim-sur-Bruche,
Domfessel,1300,Dunnvaszel
Donnenheim,
Dorlisheim,736,Dorlosheim
Dossenheim-Kochersberg,1124,Dozinheim
Dossenheim-sur-Zinsel,
Drachenbronn-Birlenbach,1298,Trachenburg
Drulingen,713,Dructegisomarca
Drusenheim,758,
Duntzenheim,
Duppigheim,1163,Tubinch
Durningen,724,Deorangus
Durrenbach,1106,Grewenbach
Durstel,
Duttlenheim,999,
Eberbach-Seltz,995,Eberhof,C'est compliqué voir https://fr.wikipedia.org/wiki/Eberbach-Seltz
Ebersheim,
Ebersmunster,
Eckartswiller,1126,Eggoltswiller
Eckbolsheim,884,Eggiboldesheim
Eckwersheim,814,Eccfrydesheim
Eichhoffen,
Elsenheim,780,Elgenesheim?
Wangenbourg-Engenthal,
Engwiller,1250,Envilre
Entzheim,737
Epfig,
Erckartswiller,1176,Ekengeriswilre
Ergersheim,920,Argeresheim Marca
Ernolsheim-Bruche,737,Aunulfovillare
Ernolsheim-lès-Saverne,
Erstein,817,Villa Herinstein
Eschau,
Eschbach,
Eschbourg,
Eschwiller,718,Ascovillare
Ettendorf,766,Atinheim
Eywiller,
Fegersheim,1100
Fessenheim-le-Bas,
Flexbourg,
Forstfeld,
Forstheim,
Fort-Louis,1686,Création
Fouchy,1095,Groba
Fouday,1400,Urbach
Friedolsheim,770
Friesenheim,
Frœschwiller,
Frohmuhl,1299,Fronemüllin
Furchhausen,1233,Furchusen
Furdenheim,
Gambsheim,748,Gamhpine
Geispolsheim,871,
Geiswiller-Zœbersdorf,
Gerstheim,1050,Gersheim
Gertwiller,
Geudertheim,
Gœrlingen,661,Villa Gairoaldo
Gœrsdorf,
Gottenhouse,828,Godenhusa
Gottesheim,820,Guogenheim
Gougenheim,
Goxwiller,920,Getenesvillare
Grandfontaine,1150,Ecclesia Fontaneis
Grassendorf,
Grendelbruch,1049,Grundelbac
Gresswiller,849,
Gries,826,Gerareshusa
Griesheim-près-Molsheim,900,Creachesheim
Griesheim-sur-Souffel,
Gumbrechtshoffen,
Gundershoffen,
Gunstett,
Gungwiller,1793
Haegen,
Haguenau,
Handschuheim,
Hangenbieten,
Harskirchen,
Hatten,
Hattmatt,
Hegeney,742,Heconheim
Heidolsheim,747,Hodulsesheimen
Heiligenberg,
Heiligenstein,1181,Hellgenstein
Hengwiller,1000,Hemmingesbura
Herbitzheim,740
Herbsheim,
Herrlisheim,743,Hariolfesvilla
Hessenheim,1183,Hessinsheim
Hilsenheim,642,Hiltzheim
Hindisheim,
Hinsbourg,
Hinsingen,1328,Heyngesingen
Hipsheim,
Hirschland,900,Hirslanden
Hochfelden,816,Hoc Feldis
Hochstett,
Hœnheim,742,Hohenheim
Hœrdt,1192,Herde
Hoffen,1052
Hohengœft,800
Hohfrankenheim,
Le Hohwald,
Holtzheim,788,Holtze
Hunspach,1298
Hurtigheim,
Huttendorf,
Huttenheim,
Ichtratzheim,
Illkirch-Graffenstaden,720,Ellofanum
Ingenheim,739,Ingenhaim
Ingolsheim,967,Ingoldeshaha
Ingwiller,784,Ilunwilare
Innenheim,730,Unnenhaim
Issenhausen,900,Isanhusan
Ittenheim,742,Eudinhaine
Itterswiller,1179,Uhterswiller
Neugartheim-Ittlenheim,
Jetterswiller,
Kaltenhouse,
Kauffenheim,
Keffenach,1312
Kertzfeld,1187,Kercenvelt
Keskastel,
Kesseldorf,1163,Kesselbach
Kienheim,1182,Cuonheim
Kilstett,
Kindwiller,
Kintzheim,774,Quningishaim
Kirchheim,700,Chirichheim
Kirrberg,1501,Kirpberg
Kirrwiller,
Kleingœft,
Knœrsheim,
Kogenheim,
Kolbsheim,737,Colobocisheim
Krautergersheim,736,Ercafetilsheim
Krautwiller,742,Chrodoltesvillare
Kriegsheim,823,Creachshaim
Kurtzenhouse,
Kuttolsheim,
Kutzenhausen,
Lalaye,1281,Lachen
Lampertheim,1143,Lamperthem
Lampertsloch,
Landersheim,1200,Lantheresheim
Langensoultzbach,
Laubach,
Lauterbourg,
Lembach,786,Lonunbuach
Leutenheim,
Lichtenberg,1206,Lichtemberc
Limersheim,800,Leidmareshaim
Lingolsheim,1224,Lingolsvesheim
Lipsheim,823,Liutpoteshaim
Littenheim,1000,Luotenheim
Lixhausen,
Lobsann,
Lochwiller,
Lohr,843,Lara
Lorentzen,1361,Laurentio
Lupstein,
Lutzelhouse,1290,
Mackenheim,1000
Mackwiller,712,Villare Macchone
Maennolsheim,1050,Meinoldsheim
Maisonsgoutte,
Marckolsheim,
Marlenheim,589,Marilegio Villa
Marmoutier,724,Mauri Monasterium
Matzenheim,
Meistratzheim,
Melsheim,
Memmelshoffen,
Menchhoffen,798,Villa Manicoffa
Merkwiller-Pechelbronn,742
Mertzwiller,
Mietesheim,800
Minversheim,711,Munefridovilla
Mittelbergheim,880,Villa Bergheim
Mittelhausbergen,763,Villa Husperga
Mittelschaeffolsheim,
Mollkirch,
Molsheim,820,Mollesheim
Mommenheim,953,Mumlen
Monswiller,
Morsbronn-les-Bains,
Morschwiller,771
Mothern,878,
Muhlbach-sur-Bruche,
Mulhausen,884,Munilhusen
Munchhausen,
Mundolsheim,1120,Munholtesheim
Mussig,
Muttersholtz,
Mutzenhouse,
Mutzig,913,Muzzeca
Natzwiller,
Neewiller-près-Lauterbourg,
Neubois,1336,Gerüte
Neuhaeusel,1720
Neuve-Église,1336,Neukirche
Neuviller-la-Roche,
Neuwiller-lès-Saverne,1070,Novumvillare
Niederbronn-les-Bains,
Niederhaslach,700,Hasela
Niederhausbergen,925
Niederlauterbach,
Niedermodern,773,Matra Villa
Niedernai,
Niederrœdern,1084,Rotheren
Niederschaeffolsheim,
Niedersoultzbach,
Niedersteinbach,
Nordheim,
Nordhouse,770,Northusen
Nothalten,1099,Nodelt
Obenheim,
Betschdorf,
Oberbronn,
Oberdorf-Spachbach,
Oberhaslach,
Oberhausbergen,763,Hugesperg
Oberhoffen-lès-Wissembourg,
Oberhoffen-sur-Moder,
Oberlauterbach,633,Lutterbach
Obermodern-Zutzendorf,773
Obernai,778,Ehinhaim
Oberrœdern,
Oberschaeffolsheim,788,Scaftolsfeshaim
Seebach,967,
Obersoultzbach,1213,Solzbach
Obersteinbach,
Odratzheim,747,
Oermingen,
Offendorf,
Offwiller,
Ohlungen,
Ohnenheim,673
Olwisheim,
Orschwiller,768,Audaldovillare
Osthoffen,
Osthouse,736,Ossinhuus
Ostwald,
Ottersthal,
Otterswiller,
Ottrott,1059,Ottenroden
Ottwiller,696,Audonevillare
Petersbach,
La Petite-Pierre,
Pfaffenhoffen,1017,Paphenhoven
Pfalzweyer,1560
Pfulgriesheim,1163,Criechesheim
Plaine,1123,Blen
Plobsheim,778,Bladbolsheim
Preuschdorf,719
Printzheim,1255
Puberg,
Quatzenheim,
Rangen,
Ranrupt,1120,Rognesbach
Ratzwiller,
Rauwiller,
Reichsfeld,
Reichshoffen,
Reichstett,
Reinhardsmunster,
Reipertswiller,
Retschwiller,
Reutenbourg,
Rexingen,
Rhinau,
Richtolsheim,
Riedseltz,
Rimsdorf,
Ringendorf,
Rittershoffen,
Rœschwoog,
Rohr,
Rohrwiller,
Romanswiller,
Roppenheim,
Rosenwiller,
Rosheim,
Rossfeld,
Rosteig,
Rothau,
Rothbach,
Rott,
Rottelsheim,
Rountzenheim-Auenheim,
Russ,
Saales,
Saasenheim,
Saessolsheim,
Saint-Blaise-la-Roche,
Saint-Jean-Saverne,
Saint-Martin,
Saint-Maurice,
Saint-Nabor,
Saint-Pierre,
Saint-Pierre-Bois,
Salenthal,
Salmbach,
Sand,
Sarre-Union,
Sarrewerden,
Saulxures,
Saverne,
Schaeffersheim,
Schaffhouse-près-Seltz,
Schalkendorf,
Scharrachbergheim-Irmstett,
Scheibenhard,
Scherlenheim,
Scherwiller,
Schillersdorf,
Schiltigheim,
Schirmeck,
Schirrhein,
Schirrhoffen,
Schleithal,
Schnersheim,
Schœnau,
Schœnbourg,
Schœnenbourg,
Schopperten,
Schweighouse-sur-Moder,
Schwenheim,
Schwindratzheim,
Schwobsheim,
Sélestat,
Seltz,
Sermersheim,
Sessenheim,
Siegen,
Siewiller,
Siltzheim,
Singrist,
Solbach,
Souffelweyersheim,
Soufflenheim,
Soultz-les-Bains,
Soultz-sous-Forêts,
Sparsbach,
Stattmatten,
Steige,
Steinbourg,
Steinseltz,
Still,
Stotzheim,
Strasbourg,
Struth,
Stundwiller,
Stutzheim-Offenheim,
Sundhouse,
Surbourg,
Thal-Drulingen,
Thal-Marmoutier,
Thanvillé,
Tieffenbach,
Traenheim,
Triembach-au-Val,
Trimbach,
Truchtersheim,
Uhlwiller,
Uhrwiller,
Urbeis,
Urmatt,
Uttenheim,
Uttenhoffen,
Uttwiller,
Valff,
La Vancelle,
Vendenheim,
Villé,
Vœllerdingen,
Volksberg,
Wahlenheim,
Walbourg,
Waldersbach,
Waldhambach,
Waldolwisheim,
Waltenheim-sur-Zorn,
Wangen,
La Wantzenau,
Wasselonne,
Weinbourg,
Weislingen,
Weitbruch,
Weiterswiller,
Westhoffen,
Westhouse,
Westhouse-Marmoutier,
Weyer,
Weyersheim,
Wickersheim-Wilshausen,
Wildersbach,
Willgottheim,
Wilwisheim,
Wimmenau,
Windstein,
Wingen,
Wingen-sur-Moder,
Wingersheim les Quatre Bans,
Wintershouse,
Wintzenbach,
Wintzenheim-Kochersberg,
Wisches,
Wissembourg,
Witternheim,
Wittersheim,
Wittisheim,
Wiwersheim,
Wœrth,
Wolfisheim,
Wolfskirchen,
Wolschheim,
Wolxheim,
Zehnacker,
Zeinheim,
Zellwiller,
Zinswiller,
Zittersheim,
